property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,,sector 7,2.0,13889.0,Plot area 160(133.78 sq.m.),2,2,2,2.0,North-West,10+ Year Old,1440.0,,160.0,,0,0,0,0,0,0,22
flat,m3m woodshire,sector 107,1.2 Crore,6176.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,7.0,South,1 to 5 Year Old,,1943.0,1750.0,1550.0,0,0,0,0,0,1,49
house,,sector 21,0.45,8411.0,Carpet area: 535 (49.7 sq.m.),3,2,1,1.0,,undefined,535.0,,,535.0,0,0,0,0,0,0,0
flat,sare crescent parc,sector 92,80 Lac,4210.0,Super Built up area 1900(176.52 sq.m.),4,3,2,10.0,East,1 to 5 Year Old,,1900.0,,,0,0,0,0,1,0,37
flat,microtek greenburg,sector 86,1.25 Crore,8445.0,Super Built up area 1480(137.5 sq.m.),3,4,3,0.0,South-West,1 to 5 Year Old,,1480.0,,,1,0,0,0,0,0,49
flat,vipul lavanya,sector 81,60 Lac,6666.0,Carpet area: 900 (83.61 sq.m.),2,2,1,0.0,East,1 to 5 Year Old,,,,900.0,0,0,0,0,0,0,49
house,emaar mgf marbella,sector 66,19.0,31666.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,1 to 5 Year Old,6000.0,,,6000.0,0,1,1,1,0,1,110
flat,experion windchants,sector 112,3.75 Crore,13383.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,2,21.0,West,1 to 5 Year Old,,2802.0,2225.56,,0,1,0,0,0,1,159
flat,avl 36 gurgaon,sector 36a,50 Lac,8333.0,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,5.0,,undefined,,,600.0,500.0,0,0,0,0,0,0,0
flat,godrej oasis,sector 88a,1.5 Crore,8108.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11.0,North-East,0 to 1 Year Old,,1850.0,,,0,0,0,0,0,0,39
flat,smart world gems,sector 89,1.2 Crore,12526.0,Carpet area: 958 (89 sq.m.),3,3,3,3.0,East,Oct 2023,,,,958.0,0,0,1,1,0,0,131
flat,signature global park,sohna road,72.5 Lac,5991.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,1 to 5 Year Old,,1210.0,,,0,0,0,1,0,0,158
house,ss aaron ville,sector 49,6.75,19737.0,Plot area 380(317.73 sq.m.),5,4,2,2.0,North,10+ Year Old,3420.0,,380.0,,1,1,1,0,0,0,78
flat,experion the heartsong,sector 108,1.02 Crore,7950.0,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,,1 to 5 Year Old,,,1283.0,734.43,1,0,0,0,0,0,112
flat,vatika seven elements,sector 89,1.6 Crore,8163.0,Super Built up area 1960(182.09 sq.m.),3,3,3,5.0,,0 to 1 Year Old,,1960.0,,,0,0,0,0,0,0,58
flat,ss the leaf,sector 85,2 Crore,11869.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,5.0,West,1 to 5 Year Old,,2408.0,,1685.0,0,1,0,0,0,0,156
flat,m3m woodshire,sector 107,90 Lac,6588.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,0 to 1 Year Old,,1366.0,,,0,0,0,0,0,0,67
flat,emaar gurgaon greens,sector 102,1.3 Crore,7878.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,4.0,East,1 to 5 Year Old,,1650.0,,1022.58,0,1,0,0,0,1,125
flat,rof ananda,sector 95,46 Lac,6318.0,Carpet area: 728 (67.63 sq.m.),2,2,2,11.0,North-West,0 to 1 Year Old,,,,728.0,1,0,0,0,0,0,82
flat,dlf new town heights,sector 90,1.54 Crore,6514.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,12.0,South-West,5 to 10 Year Old,,2364.0,2200.0,1850.0,0,1,0,1,0,1,111
flat,zara aavaas,sector 104,22 Lac,7302.0,Carpet area: 301.28 (27.99 sq.m.),1,2,2,2.0,,0 to 1 Year Old,,,,301.28156099999995,0,0,0,0,0,0,60
flat,tulip violet,sector 69,3.25 Crore,10105.0,Super Built up area 3216(298.78 sq.m.),4,5,3+,14.0,,1 to 5 Year Old,,3216.0,,,0,0,0,1,1,0,20
flat,ramsons kshitij,sector 95,45 Lac,4591.0,Super Built up area 980(91.04 sq.m.),2,2,1,2.0,,1 to 5 Year Old,,980.0,,,1,0,0,0,0,0,89
house,,sector 17a,1.52,19869.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2,2,1,1.0,South-East,10+ Year Old,765.0,,105.0,,0,0,0,0,0,0,22
flat,dlf the ultima,sector 81,2.3 Crore,10994.0,Super Built up area 2092(194.35 sq.m.),3,4,3+,6.0,East,0 to 1 Year Old,,2092.0,,,0,1,0,0,0,2,167
flat,shapoorji pallonji joyville gurugram,sector 102,2.5 Crore,14000.0,Super Built up area 1827(169.73 sq.m.),3,3,3,15.0,,Aug 2024,,1827.0,,,0,0,0,0,0,0,151
house,,sector 26,5.8,32222.0,Plot area 200(167.23 sq.m.),4,3,2,2.0,East,1 to 5 Year Old,1800.0,,200.0,,0,0,1,0,0,0,21
flat,experion the heartsong,sector 108,1.36 Crore,6542.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,3+,2.0,,1 to 5 Year Old,,1758.0,,986.0,1,1,0,0,0,1,77
house,international city by sobha phase 2,sector 109,9.4,26111.0,Plot area 400(334.45 sq.m.),5,6,3+,2.0,North-East,1 to 5 Year Old,3600.0,,400.0,,1,1,1,1,0,1,147
flat,bptp park generations,sector 37d,1.5 Crore,9868.0,Super Built up area 1520(141.21 sq.m.),3,2,3+,17.0,North-East,1 to 5 Year Old,,1520.0,,,0,0,0,0,0,0,42
flat,godrej nature plus,sector 33,1.35 Crore,8670.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,17.0,,Within 6 months,,1557.0,,,0,0,0,0,0,0,38
flat,central park flower valley,sector 33,2.15 Crore,13522.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1.0,,0 to 1 Year Old,,1590.0,,,0,0,0,0,0,0,31
flat,tulip violet,sector 69,1.31 Crore,8517.0,Super Built up area 1538(142.88 sq.m.),3,3,2,12.0,East,1 to 5 Year Old,,1538.0,,,0,0,0,1,0,1,174
house,international city by sobha phase 2,sector 109,9.5,26389.0,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,1 to 5 Year Old,3600.0,,400.0,,1,1,0,1,0,0,138
flat,ashiana mulberry,sohna road,74 Lac,6016.0,Carpet area: 1230 (114.27 sq.m.),2,2,3+,12.0,,1 to 5 Year Old,,,,1230.0,0,0,0,0,0,0,71
house,,sector 48,8.4,25926.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,,10+ Year Old,3240.0,,360.0,,0,1,0,1,0,1,15
flat,maxworth city residences,sector 10a,80 Lac,6400.0,Carpet area: 1250 (116.13 sq.m.),2,3,2,9.0,,0 to 1 Year Old,,,,1250.0,0,0,0,0,0,0,46
flat,sare crescent parc royal greens phase 1,sector 92,65 Lac,4512.0,Super Built up area 1440.45(133.82 sq.m.),3,3,3,1.0,East,5 to 10 Year Old,,1440.45,,,0,0,0,0,0,0,91
flat,ats triumph,sector 104,1.75 Crore,7641.0,Super Built up area 2290(212.75 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3+,12.0,North-West,1 to 5 Year Old,,2290.0,,1800.0,1,1,0,1,1,1,21
house,,sector 3,3.5,9210.0,Built Up area: 3800 (353.03 sq.m.),1,1,0,1.0,,undefined,3800.0,,3800.0,,0,0,0,0,0,0,0
flat,experion the heartsong,sector 108,90 Lac,7014.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South,1 to 5 Year Old,,1283.0,978.23,734.43,0,1,0,0,0,0,94
flat,ansal heights,sector 92,60 Lac,4546.0,Super Built up area 1320(122.63 sq.m.),2,2,3,11.0,,Under Construction,,1320.0,,,0,0,0,0,1,0,23
flat,sobha city,sector 108,2.33 Crore,14463.0,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,17.0,North-East,1 to 5 Year Old,,,1711.0,1611.0,0,0,1,0,0,1,159
flat,m3m sierra 68,sector 68,1.13 Crore,9076.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,9.0,West,1 to 5 Year Old,,1245.0,1130.0,930.0,0,0,0,0,0,1,149
flat,aipl joy square,sector 63a,70 Lac,10101.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,0,7.0,,undefined,,,693.0,350.0,0,0,0,0,0,0,0
flat,sukhshanti apartment,sector 56,1.7 Crore,7727.0,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,4.0,South,5 to 10 Year Old,,,2200.0,1610.0,1,0,0,0,0,0,49
flat,dlf the arbour,sector 63,7.9 Crore,20000.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,Jan 2028,,,3950.0,2900.0,0,0,0,0,0,0,61
house,,sector 14,4.5,20000.0,Carpet area: 2500 (232.26 sq.m.),5,5,1,1.0,,1 to 5 Year Old,2250.0,,,2500.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.25 Crore,10699.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,11.0,North-East,1 to 5 Year Old,,2103.0,1600.0,1257.0,1,1,0,1,1,2,49
house,international city by sobha phase 2,sector 109,7.0,12963.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,1 to 5 Year Old,5400.0,,600.0,,0,0,0,0,0,1,102
flat,vipul world,sector 48,1.38 Crore,9482.0,Carpet area: 1450 (134.71 sq.m.),3,3,1,2.0,,1 to 5 Year Old,,,,1450.0,0,0,0,0,0,0,60
flat,gls avenue 51,sector 92,39 Lac,6077.0,Carpet area: 641.74 (59.62 sq.m.),3,3,3+,6.0,North,1 to 5 Year Old,,,,641.743718,0,0,0,0,0,0,104
flat,signature the roselia,sector 95,48 Lac,7164.0,Carpet area: 670 (62.25 sq.m.),2,2,2,6.0,,1 to 5 Year Old,,,,670.0,0,0,0,0,0,0,16
flat,dlf new town heights,sector 90,1.65 Crore,5683.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,South,5 to 10 Year Old,,2727.0,,,0,0,0,0,0,0,117
flat,breeze global heights,sector 33,40 Lac,6421.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,2,4.0,,undefined,,,623.0,599.0,0,0,0,0,0,0,0
flat,bestech park view ananda,sector 81,95 Lac,6985.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13.0,South-East,1 to 5 Year Old,,1360.0,1150.0,894.0,0,0,0,0,0,1,167
flat,shyam apartment,sector 3,26 Lac,3714.0,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2,1,2,2.0,,1 to 5 Year Old,,700.0,,530.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,2.55 Crore,12318.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,8.0,East,1 to 5 Year Old,,2070.0,2060.0,1760.0,1,0,0,0,0,1,49
flat,emaar mgf emerald floors premier,sector 65,2.4 Crore,14545.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,3.0,East,1 to 5 Year Old,,1650.0,1600.0,1250.0,1,1,0,0,0,1,49
flat,chintamani,sector 103,1.57 Crore,8509.0,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,North-East,undefined,,,1845.0,1350.0,0,0,0,0,0,0,0
house,,sector 5,0.75,57692.0,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,,undefined,130.0,,130.0,,0,0,0,0,0,0,0
flat,microtek greenburg,sector 86,1.3 Crore,8756.0,Super Built up area 1480(137.5 sq.m.),2,2,3,10.0,,1 to 5 Year Old,,1480.0,,,1,0,0,0,0,0,38
flat,ambience creacions,sector 22,4.63 Crore,14983.0,Super Built up area 3090(287.07 sq.m.),3,5,3+,5.0,North-East,0 to 1 Year Old,,3090.0,,,0,1,0,0,1,0,120
house,,sector 50,7.0,32407.0,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,,undefined,2160.0,,240.0,,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.45 Crore,8787.0,Super Built up area 1650(153.29 sq.m.),3,3,2,7.0,South-West,1 to 5 Year Old,,1650.0,,,0,1,0,0,0,1,169
house,,sector 28,11.75,41315.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,1 to 5 Year Old,2844.0,,316.0,,1,1,1,0,0,1,54
house,,sector 43,5.5,28424.0,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,10+ Year Old,1935.0,,215.0,,0,0,0,0,1,0,12
flat,ss the leaf,sector 85,1.85 Crore,7682.0,Super Built up area 2408(223.71 sq.m.),3,4,3,2.0,North,1 to 5 Year Old,,2408.0,,,1,1,0,0,0,1,49
flat,m3m capital,sector 113,2.37 Crore,11500.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3+,20.0,East,By 2025,,,2060.0,1600.0,1,0,0,0,0,0,143
flat,krrish provence estate,gwal pahari,5.25 Crore,9051.0,Super Built up area 5800(538.84 sq.m.),4,5,3+,2.0,North-East,0 to 1 Year Old,,5800.0,,,1,1,0,1,0,0,49
flat,hsiidc sidco aravali,manesar,90 Lac,3648.0,Super Built up area 2467(229.19 sq.m.),4,4,3,7.0,,5 to 10 Year Old,,2467.0,,,0,0,0,0,0,0,0
flat,godrej,sector 79,1.41 Crore,9000.0,Carpet area: 1572 (146.04 sq.m.),2,2,3,3.0,,0 to 1 Year Old,,,,1572.0,1,0,0,0,0,0,104
flat,smart world orchard,sector 61,2.6 Crore,14723.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,,Within 6 months,,1630.0,,,0,0,0,0,0,0,47
flat,paras dews,sector 106,95 Lac,6859.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North,1 to 5 Year Old,,1385.0,940.0,845.0,0,0,0,0,0,0,49
flat,emaar gurgaon greens,sector 102,1.4 Crore,13690.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,1 to 5 Year Old,,1650.0,,1022.58,0,1,0,0,0,0,67
flat,proxima tower,sector 37c,60 Lac,4602.0,Super Built up area 1304(121.15 sq.m.),2,2,3,5.0,,Under Construction,,1304.0,,,1,0,0,1,0,0,55
flat,indiabulls centrum park,sector 103,2.2 Crore,7652.0,Super Built up area 2875(267.1 sq.m.),4,6,3+,4.0,North-East,1 to 5 Year Old,,2875.0,,,0,1,0,0,0,1,108
flat,emaar mgf palm hills,sector 77,1.64 Crore,8410.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,1 to 5 Year Old,,1950.0,,,0,1,0,0,0,0,102
flat,tata gurgaon gateway,sector 113,3.21 Crore,11825.0,Super Built up area 2520(234.12 sq.m.),3,3,3,9.0,,0 to 1 Year Old,,2520.0,,,0,0,0,0,0,0,49
flat,ansal heights 86,sector 86,87 Lac,5367.0,Super Built up area 1360(126.35 sq.m.),2,2,1,12.0,North-East,0 to 1 Year Old,,1360.0,,,0,0,0,0,1,1,45
flat,antriksh heights,sector 84,60 Lac,5000.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,1 to 5 Year Old,,1200.0,,,0,0,0,0,0,0,52
flat,smart world orchard,sector 61,2.1 Crore,13750.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,2,3,3.0,South,Nov 2023,,1549.0,,1500.0,0,0,0,0,0,0,146
flat,vatika xpressions,sector 88b,92 Lac,6815.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),2,2,3,3.0,,Within 6 months,,,1350.0,1120.0,0,0,0,0,0,0,26
flat,gls arawali homes,sohna road,32 Lac,6722.0,Built Up area: 476 (44.22 sq.m.),2,1,0,0.0,,undefined,,,476.0,,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,sector 43,1.95,10077.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,0 to 1 Year Old,1935.0,,215.0,,0,1,0,0,0,1,78
flat,om appartments,sector 5,40 Lac,4444.0,Carpet area: 900 (83.61 sq.m.),3,2,1,3.0,,1 to 5 Year Old,,,,900.0,0,0,0,0,0,0,7
house,,sector 57,3.3,19097.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,5 to 10 Year Old,1728.0,,192.0,,0,0,1,0,0,1,60
flat,hero homes,sector 104,1.35 Crore,9565.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,18.0,East,Within 6 months,,1359.0,,861.97,0,0,0,0,0,0,49
house,unitech uniworld resorts,sector 33,8.0,17778.0,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,undefined,4500.0,,500.0,,0,0,0,0,0,0,0
flat,ireo uptown,sector 66,2.4 Crore,13064.0,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,2,3,5.0,North-East,1 to 5 Year Old,,1837.0,1700.0,1600.0,0,1,0,0,0,1,156
flat,dlf regency park,sector 28,1.35 Crore,11739.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,2,14.0,East,10+ Year Old,,1150.0,1120.0,1050.0,0,0,1,0,0,0,66
flat,the close north,sector 50,3 Crore,11516.0,Super Built up area 2605(242.01 sq.m.),3,3,3+,14.0,North,10+ Year Old,,2605.0,,,0,1,0,0,0,1,121
flat,ss the leaf,sector 83,1.19 Crore,7225.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,South-East,1 to 5 Year Old,,1640.0,1630.0,1620.0,0,0,0,0,0,0,49
flat,emaar emerald hills,sector 65,1.95 Crore,13928.0,Carpet area: 1400 (130.06 sq.m.),3,3,3+,1.0,North-East,0 to 1 Year Old,,,,1400.0,0,0,1,0,0,2,117
flat,ss the leaf,sector 85,2 Crore,8305.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8.0,East,1 to 5 Year Old,,2408.0,,,0,1,0,0,0,0,21
flat,godrej,sector 79,1.3 Crore,8269.0,Super Built up area 1572(146.04 sq.m.),2,2,3,3.0,North-East,0 to 1 Year Old,,1572.0,,,1,0,0,0,0,0,49
flat,pareena mi casa,sector 68,1 Crore,8163.0,Carpet area: 1225 (113.81 sq.m.),2,2,2,16.0,,0 to 1 Year Old,,,,1225.0,0,1,0,0,0,0,65
flat,essel tower,sector 28,2.2 Crore,12500.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,,5 to 10 Year Old,,,,1760.0,0,1,0,0,0,2,0
flat,the lions cghs,sector 56,2.05 Crore,7884.0,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,6.0,South,1 to 5 Year Old,,2600.0,2500.0,2400.0,0,0,0,0,1,1,101
flat,mvn athens,sohna road,26 Lac,5397.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,1 to 5 Year Old,,,,481.684525,0,0,0,0,0,0,95
house,international city by sobha phase 2,sector 109,6.25,10035.0,Plot area 692(578.6 sq.m.),5,7,3+,3.0,North-East,1 to 5 Year Old,6228.0,,692.0,,1,1,1,1,0,0,147
flat,emaar gurgaon greens,sector 102,1.39 Crore,8424.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,1 to 5 Year Old,,1650.0,,,0,1,0,0,0,1,21
flat,sare green parc 2,sector 92,1.07 Crore,5246.0,Built Up area: 2040 (189.52 sq.m.),4,3,3,10.0,,Under Construction,,,2040.0,,1,1,0,0,0,0,86
flat,emaar mgf emerald floors premier,sector 65,2.35 Crore,14242.0,Super Built up area 1650(153.29 sq.m.),3,3,3,2.0,West,1 to 5 Year Old,,1650.0,,,1,1,0,0,0,1,168
flat,conscient habitat,sector 99a,35 Lac,6422.0,Carpet area: 545 (50.63 sq.m.),2,2,1,3.0,North-East,1 to 5 Year Old,,,,545.0,0,0,0,0,0,0,62
flat,bestech park view city,sector 48,1.76 Crore,9909.0,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,3,3+,9.0,South,5 to 10 Year Old,,1776.0,1576.0,1476.0,0,1,0,1,0,1,158
house,,sector 10a,1.7,18888.0,Plot area 900(83.61 sq.m.),2,1,2,2.0,East,10+ Year Old,900.0,,900.0,,0,0,0,0,1,0,8
flat,paras dews,sector 106,1.2 Crore,11605.0,Super Built up area 1665(154.68 sq.m.)Built Up area: 1145 sq.ft. (106.37 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,3,3,12.0,North-West,1 to 5 Year Old,,1665.0,1145.0,1034.0,1,0,0,0,0,0,158
flat,unitech fresco,sector 50,1.88 Crore,10479.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,14.0,North,5 to 10 Year Old,,1794.0,1790.0,1450.0,0,0,0,0,1,1,174
flat,shree vardhman victoria,sector 70,1.15 Crore,8518.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,South-East,1 to 5 Year Old,,1350.0,,,1,0,0,0,1,0,49
house,,sector 7,0.53,5888.0,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,,undefined,900.0,,900.0,,0,0,0,0,0,0,0
flat,ramprastha primera,sector 37d,1.2 Crore,13333.0,Carpet area: 900 (83.61 sq.m.),3,3,3,5.0,North-East,1 to 5 Year Old,,,,900.0,0,0,1,0,0,0,50
flat,ashiana anmol,sohna road,90 Lac,9463.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13.0,South,1 to 5 Year Old,,1275.0,,951.0,0,0,0,0,0,2,120
flat,signature global park,sohna road,67 Lac,5537.0,Super Built up area 1210(112.41 sq.m.),2,2,3,4.0,North-East,1 to 5 Year Old,,1210.0,,,0,0,0,1,0,0,127
flat,godrej icon,sector 88a,1.65 Crore,9041.0,Super Built up area 1825(169.55 sq.m.),3,3,3,12.0,,0 to 1 Year Old,,1825.0,,,0,0,0,0,0,0,60
house,,sector 28,0.75,20833.0,Plot area 40(33.45 sq.m.),7,4,3+,4.0,,5 to 10 Year Old,360.0,,40.0,,0,0,0,0,0,0,7
house,ansals palam vihar,sector 2,5.0,12500.0,Built Up area: 4000 (371.61 sq.m.),6,4,0,3.0,,undefined,4000.0,,4000.0,,0,0,0,0,0,0,0
house,,sector 10a,4.25,17955.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,2,1.0,North-East,undefined,2367.0,,2367.0,1800.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.45 Crore,15664.0,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20.0,,Under Construction,,,118.0,86.0,1,0,0,0,0,0,144
flat,ats tourmaline,sector 109,1.4 Crore,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8.0,North-East,1 to 5 Year Old,,1750.0,1466.0,1350.0,0,0,1,0,0,0,119
flat,signature global synera,sector 81,48 Lac,8450.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2,2,1,7.0,South-East,1 to 5 Year Old,,657.0,,568.0,0,0,0,0,0,1,70
flat,m3m woodshire,sector 107,75 Lac,5490.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,3+,14.0,West,1 to 5 Year Old,,1366.0,,1050.0,0,0,0,1,0,0,174
flat,emaar mgf emerald floors premier,sector 65,2.85 Crore,14430.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,0.0,West,1 to 5 Year Old,,1975.0,,,1,1,0,0,0,1,151
flat,m3m woodshire,sector 107,98.5 Lac,6421.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,7.0,West,1 to 5 Year Old,,1534.0,,1056.0,1,0,0,0,0,1,174
flat,antriksh heights,sector 84,69 Lac,5111.0,Super Built up area 1350(125.42 sq.m.),2,2,3+,8.0,West,1 to 5 Year Old,,1350.0,,,1,0,0,0,0,0,59
flat,central park flower valley,sector 33,2.3 Crore,12777.0,Carpet area: 1800 (167.23 sq.m.),4,4,3+,5.0,North-East,0 to 1 Year Old,,,,1800.0,0,1,0,1,0,0,42
flat,bestech park view ananda,sector 81,1.35 Crore,7541.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,5 to 10 Year Old,,1790.0,,1130.0,0,0,1,0,0,1,72
house,emaar mgf marbella,sector 66,8.7,38667.0,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),4,5,2,3.0,East,0 to 1 Year Old,2250.0,,267.0,,1,1,0,0,0,0,144
flat,the penthouses at the hibiscus,sector 50,8.5 Crore,8500.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9.0,South-East,5 to 10 Year Old,,,,10000.0,0,1,0,0,0,0,35
flat,shree vardhman flora,sector 90,70 Lac,5384.0,Super Built up area 1300(120.77 sq.m.),2,2,3,13.0,,0 to 1 Year Old,,1300.0,,,1,0,0,0,0,0,15
house,,sector 21,1.6,11852.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,2,3.0,,1 to 5 Year Old,1350.0,,120.0,,0,0,0,0,0,0,0
